code,ballot,party,votes
EC127,N,UCDP,26
EC127,N,UDM,352
EC127,N,UIF,7
EC127,N,VF+,38
EC127,N,WF,6
EC127,P,ACDP,111
EC127,P,AIC,357
EC127,P,ANC,41979
EC127,P,APC,77
EC127,P,AZAPO,100
EC127,P,CDA,26
EC127,P,COPE,7336
EC127,P,DA,1229
EC127,P,ID,134
EC127,P,IFP,21
EC127,P,NADECO,38
EC127,P,NVP,14
EC127,P,PAC,320
EC127,P,PAM,25
EC127,P,UCDP,19
EC127,P,UDM,393
EC127,P,VF+,62
EC128,N,ACDP,25
EC128,N,AFD,4
EC128,N,AJ,4
EC128,N,ANC,6312
EC128,N,AP,4
EC128,N,APC,18
EC128,N,AZAPO,22
EC128,N,CDA,6
EC128,N,COPE,1226
EC128,N,DA,1236
EC128,N,GKSA,7
EC128,N,ID,18
EC128,N,IFP,2
EC128,N,KISS,2
EC128,N,MDP,5
EC128,N,MF,2
EC128,N,NADECO,7
EC128,N,NVP,1
EC128,N,PAC,17
EC128,N,PAM,3
EC128,N,SADECO,8
EC128,N,UCDP,3
EC128,N,UDM,74
EC128,N,UIF,5
EC128,N,VF+,25
EC128,N,WF,0
EC128,P,ACDP,27
EC128,P,AIC,89
EC128,P,ANC,6176
EC128,P,APC,7
EC128,P,AZAPO,14
EC128,P,CDA,5
EC128,P,COPE,1237
EC128,P,DA,1210
EC128,P,ID,15
EC128,P,IFP,5
EC128,P,NADECO,10
EC128,P,NVP,3
EC128,P,PAC,13
EC128,P,PAM,4
EC128,P,UCDP,3
EC128,P,UDM,78
EC128,P,VF+,14
EC131,N,ACDP,125
EC131,N,AFD,10
EC131,N,AJ,14
EC131,N,ANC,14140
EC131,N,AP,9
EC131,N,APC,65
EC131,N,AZAPO,73
EC131,N,CDA,14
EC131,N,COPE,2485
EC131,N,DA,5455
EC131,N,GKSA,17
EC131,N,ID,54
EC131,N,IFP,7
EC131,N,KISS,24
EC131,N,MDP,31
EC131,N,MF,8
EC131,N,NADECO,25
EC131,N,NVP,4
EC131,N,PAC,34
EC131,N,PAM,2
EC131,N,SADECO,2
EC131,N,UCDP,10
EC131,N,UDM,152
EC131,N,UIF,13
EC131,N,VF+,237
EC131,N,WF,4
EC131,P,ACDP,132
EC131,P,AIC,192
EC131,P,ANC,13806
EC131,P,APC,43
EC131,P,AZAPO,61
EC131,P,CDA,25
EC131,P,COPE,2529
EC131,P,DA,5381
EC131,P,ID,46
EC131,P,IFP,17
EC131,P,NADECO,20
EC131,P,NVP,9
EC131,P,PAC,38
EC131,P,PAM,9
EC131,P,UCDP,9
EC131,P,UDM,155
EC131,P,VF+,187
EC132,N,ACDP,48
EC132,N,AFD,2
EC132,N,AJ,2
EC132,N,ANC,9009
EC132,N,AP,1
EC132,N,APC,27
EC132,N,AZAPO,14
EC132,N,CDA,7
EC132,N,COPE,2231
EC132,N,DA,599
EC132,N,GKSA,5
EC132,N,ID,11
EC132,N,IFP,4
EC132,N,KISS,0
EC132,N,MDP,19
EC132,N,MF,2
EC132,N,NADECO,5
EC132,N,NVP,3
EC132,N,PAC,35
EC132,N,PAM,8
EC132,N,SADECO,3
EC132,N,UCDP,11
EC132,N,UDM,101
EC132,N,UIF,146
EC132,N,VF+,65
EC132,N,WF,1
EC132,P,ACDP,34
EC132,P,AIC,58
EC132,P,ANC,8626
EC132,P,APC,12
EC132,P,AZAPO,16
EC132,P,CDA,6
EC132,P,COPE,2224
EC132,P,DA,598
EC132,P,ID,9
EC132,P,IFP,8
EC132,P,NADECO,6
EC132,P,NVP,10
EC132,P,PAC,49
EC132,P,PAM,8
EC132,P,UCDP,19
EC132,P,UDM,103
EC132,P,VF+,46
EC133,N,ACDP,13
EC133,N,AFD,3
EC133,N,AJ,1
EC133,N,ANC,5907
EC133,N,AP,2
EC133,N,APC,23
EC133,N,AZAPO,24
EC133,N,CDA,5
EC133,N,COPE,1108
EC133,N,DA,536
EC133,N,GKSA,7
EC133,N,ID,3
EC133,N,IFP,3
EC133,N,KISS,2
EC133,N,MDP,16
EC133,N,MF,4
EC133,N,NADECO,3
EC133,N,NVP,3
EC133,N,PAC,80
EC133,N,PAM,5
EC133,N,SADECO,4
EC133,N,UCDP,5
EC133,N,UDM,126
EC133,N,UIF,2
EC133,N,VF+,42
EC133,N,WF,4
EC133,P,ACDP,9
EC133,P,AIC,59
EC133,P,ANC,5711
EC133,P,APC,17
EC133,P,AZAPO,20
EC133,P,CDA,6
EC133,P,COPE,1135
EC133,P,DA,524
EC133,P,ID,9
EC133,P,IFP,9
EC133,P,NADECO,10
EC133,P,NVP,3
EC133,P,PAC,68
EC133,P,PAM,5
EC133,P,UCDP,4
EC133,P,UDM,127
EC133,P,VF+,21
EC134,N,ACDP,497
EC134,N,AFD,13
EC134,N,AJ,22
EC134,N,ANC,50525
EC134,N,AP,11
EC134,N,APC,162
EC134,N,AZAPO,136
EC134,N,CDA,214
EC134,N,COPE,11375
EC134,N,DA,3705
EC134,N,GKSA,22
EC134,N,ID,90
EC134,N,IFP,153
EC134,N,KISS,12
EC134,N,MDP,75
EC134,N,MF,10
EC134,N,NADECO,18
EC134,N,NVP,12
EC134,N,PAC,412
EC134,N,PAM,126
EC134,N,SADECO,12
EC134,N,UCDP,36
EC134,N,UDM,1408
EC134,N,UIF,67
EC134,N,VF+,70
EC134,N,WF,6
EC134,P,ACDP,461
EC134,P,AIC,474
EC134,P,ANC,48412
EC134,P,APC,120
EC134,P,AZAPO,120
EC134,P,CDA,51
EC134,P,COPE,11558
EC134,P,DA,3465
EC134,P,ID,93
EC134,P,IFP,156
EC134,P,NADECO,41
EC134,P,NVP,25
EC134,P,PAC,420
EC134,P,PAM,127
EC134,P,UCDP,66
EC134,P,UDM,1511
EC134,P,VF+,57
EC135,N,ACDP,135
EC135,N,AFD,11
EC135,N,AJ,11
EC135,N,ANC,45571
EC135,N,AP,8
EC135,N,APC,353
EC135,N,AZAPO,47
EC135,N,CDA,21
EC135,N,COPE,6385
EC135,N,DA,135
EC135,N,GKSA,46
EC135,N,ID,23
EC135,N,IFP,48
EC135,N,KISS,7
EC135,N,MDP,85
EC135,N,MF,21
EC135,N,NADECO,37
EC135,N,NVP,33
EC135,N,PAC,542
EC135,N,PAM,193
EC135,N,SADECO,18
EC135,N,UCDP,61
EC135,N,UDM,2780
EC135,N,UIF,24
EC135,N,VF+,15
EC135,N,WF,8
EC135,P,ACDP,115
EC135,P,AIC,498
EC135,P,ANC,43348
EC135,P,APC,299
EC135,P,AZAPO,53
EC135,P,CDA,20
EC135,P,COPE,6339
EC135,P,DA,126
EC135,P,ID,19
EC135,P,IFP,68
EC135,P,NADECO,79
EC135,P,NVP,38
EC135,P,PAC,547
EC135,P,PAM,198
EC135,P,UCDP,66
EC135,P,UDM,2778
EC135,P,VF+,35
EC136,N,ACDP,119
EC136,N,AFD,9
EC136,N,AJ,9
EC136,N,ANC,35613
EC136,N,AP,5
EC136,N,APC,145
EC136,N,AZAPO,46
EC136,N,CDA,11
EC136,N,COPE,3691
EC136,N,DA,505
EC136,N,GKSA,27
EC136,N,ID,23
EC136,N,IFP,40
EC136,N,KISS,6
EC136,N,MDP,67
EC136,N,MF,13
EC136,N,NADECO,27
EC136,N,NVP,13
EC136,N,PAC,436
EC136,N,PAM,124
EC136,N,SADECO,12
EC136,N,UCDP,37
EC136,N,UDM,1528
EC136,N,UIF,12
EC136,N,VF+,46
EC136,N,WF,5
EC136,P,ACDP,80
EC136,P,AIC,365
EC136,P,ANC,33781
EC136,P,APC,106
EC136,P,AZAPO,55
EC136,P,CDA,18
EC136,P,COPE,3573
EC136,P,DA,464
EC136,P,ID,34
EC136,P,IFP,49
EC136,P,NADECO,45
EC136,P,NVP,18
EC136,P,PAC,425
EC136,P,PAM,128
EC136,P,UCDP,32
EC136,P,UDM,1488
EC136,P,VF+,45
EC137,N,ACDP,116
EC137,N,AFD,19
EC137,N,AJ,11
EC137,N,ANC,35237
EC137,N,AP,6
EC137,N,APC,379
EC137,N,AZAPO,36
EC137,N,CDA,12
EC137,N,COPE,4267
EC137,N,DA,54
EC137,N,GKSA,29
EC137,N,ID,12
EC137,N,IFP,129
EC137,N,KISS,10
EC137,N,MDP,62
EC137,N,MF,28
EC137,N,NADECO,18
EC137,N,NVP,18
EC137,N,PAC,342
EC137,N,PAM,112
EC137,N,SADECO,12
EC137,N,UCDP,34
EC137,N,UDM,2991
EC137,N,UIF,43
EC137,N,VF+,23
EC137,N,WF,10
EC137,P,ACDP,73
EC137,P,AIC,319
EC137,P,ANC,33295
EC137,P,APC,298
EC137,P,AZAPO,30
EC137,P,CDA,18
EC137,P,COPE,4097
EC137,P,DA,56
EC137,P,ID,11
EC137,P,IFP,141
EC137,P,NADECO,52
EC137,P,NVP,20
EC137,P,PAC,354
EC137,P,PAM,125
EC137,P,UCDP,42
EC137,P,UDM,2958
EC137,P,VF+,26
EC138,N,ACDP,70
EC138,N,AFD,6
EC138,N,AJ,5
EC138,N,ANC,16290
EC138,N,AP,2
EC138,N,APC,258
EC138,N,AZAPO,24
EC138,N,CDA,5
EC138,N,COPE,3601
EC138,N,DA,299
EC138,N,GKSA,13
EC138,N,ID,10
EC138,N,IFP,19
EC138,N,KISS,5
EC138,N,MDP,31
EC138,N,MF,6
EC138,N,NADECO,7
EC138,N,NVP,9
EC138,N,PAC,99
EC138,N,PAM,44
EC138,N,SADECO,4
EC138,N,UCDP,24
EC138,N,UDM,703
EC138,N,UIF,8
EC138,N,VF+,19
EC138,N,WF,4
EC138,P,ACDP,58
EC138,P,AIC,194
EC138,P,ANC,15388
EC138,P,APC,230
EC138,P,AZAPO,24
EC138,P,CDA,12
EC138,P,COPE,3589
EC138,P,DA,258
EC138,P,ID,15
EC138,P,IFP,15
EC138,P,NADECO,20
EC138,P,NVP,10
EC138,P,PAC,104
EC138,P,PAM,48
EC138,P,UCDP,28
EC138,P,UDM,695
EC138,P,VF+,17
EC141,N,ACDP,163
EC141,N,AFD,9
EC141,N,AJ,14
EC141,N,ANC,33164
EC141,N,AP,14
EC141,N,APC,212
EC141,N,AZAPO,55
EC141,N,CDA,17
EC141,N,COPE,3610
EC141,N,DA,534
EC141,N,GKSA,52
EC141,N,ID,42
EC141,N,IFP,28
EC141,N,KISS,10
EC141,N,MDP,71
EC141,N,MF,19
EC141,N,NADECO,40
EC141,N,NVP,49
EC141,N,PAC,124
EC141,N,PAM,19
EC141,N,SADECO,20
EC141,N,UCDP,47
EC141,N,UDM,2516
EC141,N,UIF,30
EC141,N,VF+,47
EC141,N,WF,21
EC141,P,ACDP,130
EC141,P,AIC,521
EC141,P,ANC,31420
EC141,P,APC,168
EC141,P,AZAPO,61
EC141,P,CDA,40
EC141,P,COPE,3557
EC141,P,DA,446
EC141,P,ID,43
EC141,P,IFP,46
EC141,P,NADECO,68
EC141,P,NVP,60
EC141,P,PAC,141
EC141,P,PAM,23
EC141,P,UCDP,52
EC141,P,UDM,2471
EC141,P,VF+,47
EC142,N,ACDP,241
EC142,N,AFD,16
EC142,N,AJ,13
EC142,N,ANC,38483
EC142,N,AP,11
EC142,N,APC,169
EC142,N,AZAPO,83
EC142,N,CDA,18
EC142,N,COPE,4381
EC142,N,DA,912
EC142,N,GKSA,40
EC142,N,ID,62
EC142,N,IFP,31
EC142,N,KISS,14
EC142,N,MDP,113
EC142,N,MF,16
EC142,N,NADECO,28
EC142,N,NVP,25
EC142,N,PAC,636
EC142,N,PAM,20
EC142,N,SADECO,10
EC142,N,UCDP,24
EC142,N,UDM,560
EC142,N,UIF,26
EC142,N,VF+,97
EC142,N,WF,11
EC142,P,ACDP,184
EC142,P,AIC,383
EC142,P,ANC,36574
EC142,P,APC,99
EC142,P,AZAPO,77
EC142,P,CDA,23
EC142,P,COPE,4292
EC142,P,DA,867
EC142,P,ID,34
EC142,P,IFP,49
EC142,P,NADECO,62
EC142,P,NVP,36
EC142,P,PAC,673
EC142,P,PAM,29
EC142,P,UCDP,27
EC142,P,UDM,583
EC142,P,VF+,67
EC143,N,ACDP,100
EC143,N,AFD,6
EC143,N,AJ,2
EC143,N,ANC,11653
EC143,N,AP,3
EC143,N,APC,40
EC143,N,AZAPO,72
EC143,N,CDA,5
EC143,N,COPE,1798
EC143,N,DA,1591
EC143,N,GKSA,17
EC143,N,ID,19
EC143,N,IFP,8
EC143,N,KISS,1
EC143,N,MDP,18
EC143,N,MF,7
EC143,N,NADECO,4
EC143,N,NVP,3
EC143,N,PAC,40
EC143,N,PAM,6
EC143,N,SADECO,1
EC143,N,UCDP,5
EC143,N,UDM,88
EC143,N,UIF,3
EC143,N,VF+,92
EC143,N,WF,2
EC143,P,ACDP,84
EC143,P,AIC,84
EC143,P,ANC,11257
EC143,P,APC,28
EC143,P,AZAPO,52
EC143,P,CDA,4
EC143,P,COPE,1836
EC143,P,DA,1553
EC143,P,ID,17
EC143,P,IFP,12
EC143,P,NADECO,8
EC143,P,NVP,2
EC143,P,PAC,44
EC143,P,PAM,10
EC143,P,UCDP,5
EC143,P,UDM,99
EC143,P,VF+,64
EC144,N,ACDP,64
EC144,N,AFD,3
EC144,N,AJ,6
EC144,N,ANC,7938
EC144,N,AP,6
EC144,N,APC,32
EC144,N,AZAPO,40
EC144,N,CDA,14
EC144,N,COPE,1356
EC144,N,DA,1918
EC144,N,GKSA,18
EC144,N,ID,28
EC144,N,IFP,46
EC144,N,KISS,13
EC144,N,MDP,25
EC144,N,MF,7
EC144,N,NADECO,6
EC144,N,NVP,4
EC144,N,PAC,98
EC144,N,PAM,5
EC144,N,SADECO,2
EC144,N,UCDP,7
EC144,N,UDM,35
EC144,N,UIF,4
EC144,N,VF+,119
EC144,N,WF,1
EC144,P,ACDP,41
EC144,P,AIC,73
EC144,P,ANC,7614
EC144,P,APC,33
EC144,P,AZAPO,21
EC144,P,CDA,15
EC144,P,COPE,1385
EC144,P,DA,1917
EC144,P,ID,34
EC144,P,IFP,55
EC144,P,NADECO,10
EC144,P,NVP,2
EC144,P,PAC,94
EC144,P,PAM,6
EC144,P,UCDP,8
EC144,P,UDM,34
EC144,P,VF+,73
EC151,N,ACDP,314
EC151,N,AFD,23
EC151,N,AJ,20
EC151,N,ANC,71599
EC151,N,AP,20
EC151,N,APC,252
EC151,N,AZAPO,76
EC151,N,CDA,23
EC151,N,COPE,5441
EC151,N,DA,168
EC151,N,GKSA,32
EC151,N,ID,19
EC151,N,IFP,128
EC151,N,KISS,8
EC151,N,MDP,156
EC151,N,MF,26
EC151,N,NADECO,102
EC151,N,NVP,31
EC151,N,PAC,137
EC151,N,PAM,19
EC151,N,SADECO,37
EC151,N,UCDP,38
EC151,N,UDM,1213
EC151,N,UIF,40
EC151,N,VF+,26
EC151,N,WF,14
EC151,P,ACDP,251
EC151,P,AIC,596
EC151,P,ANC,68170
EC151,P,APC,170
EC151,P,AZAPO,82
EC151,P,CDA,25
EC151,P,COPE,5367
EC151,P,DA,150
EC151,P,ID,16
EC151,P,IFP,118
EC151,P,NADECO,169
EC151,P,NVP,37
EC151,P,PAC,156
EC151,P,PAM,22
EC151,P,UCDP,46
EC151,P,UDM,1278
EC151,P,VF+,38
EC152,N,ACDP,101
EC152,N,AFD,8
EC152,N,AJ,14
EC152,N,ANC,34200
EC152,N,AP,10
EC152,N,APC,137
EC152,N,AZAPO,26
EC152,N,CDA,12
EC152,N,COPE,5186
EC152,N,DA,133
EC152,N,GKSA,14
EC152,N,ID,14
EC152,N,IFP,26
EC152,N,KISS,8
EC152,N,MDP,89
EC152,N,MF,16
EC152,N,NADECO,33
EC152,N,NVP,17
EC152,N,PAC,46
EC152,N,PAM,11
EC152,N,SADECO,15
EC152,N,UCDP,82
EC152,N,UDM,1432
EC152,N,UIF,107
EC152,N,VF+,27
EC152,N,WF,6
EC152,P,ACDP,92
EC152,P,AIC,314
EC152,P,ANC,32707
EC152,P,APC,98
EC152,P,AZAPO,33
EC152,P,CDA,25
EC152,P,COPE,5188
EC152,P,DA,125
EC152,P,ID,12
EC152,P,IFP,33
EC152,P,NADECO,56
EC152,P,NVP,23
EC152,P,PAC,53
EC152,P,PAM,20
EC152,P,UCDP,56
EC152,P,UDM,1517
EC152,P,VF+,27
EC153,N,ACDP,401
EC153,N,AFD,21
EC153,N,AJ,21
EC153,N,ANC,70884
EC153,N,AP,12
EC153,N,APC,247
EC153,N,AZAPO,83
EC153,N,CDA,21
EC153,N,COPE,7498
EC153,N,DA,245
EC153,N,GKSA,49
EC153,N,ID,26
EC153,N,IFP,75
EC153,N,KISS,16
EC153,N,MDP,168
EC153,N,MF,28
EC153,N,NADECO,48
EC153,N,NVP,27
EC153,N,PAC,217
EC153,N,PAM,26
EC153,N,SADECO,16
EC153,N,UCDP,70
EC153,N,UDM,1947
EC153,N,UIF,79
EC153,N,VF+,39
EC153,N,WF,6
EC153,P,ACDP,313
EC153,P,AIC,569
EC153,P,ANC,68391
EC153,P,APC,174
EC153,P,AZAPO,88
EC153,P,CDA,41
EC153,P,COPE,7402
EC153,P,DA,225
EC153,P,ID,25
EC153,P,IFP,80
EC153,P,NADECO,116
EC153,P,NVP,42
EC153,P,PAC,230
EC153,P,PAM,29
EC153,P,UCDP,66
EC153,P,UDM,1987
EC153,P,VF+,46
EC154,N,ACDP,104
EC154,N,AFD,7
EC154,N,AJ,12
EC154,N,ANC,40380
EC154,N,AP,9
EC154,N,APC,130
EC154,N,AZAPO,37
EC154,N,CDA,12
EC154,N,COPE,2551
EC154,N,DA,383
EC154,N,GKSA,15
EC154,N,ID,44
EC154,N,IFP,26
EC154,N,KISS,4
EC154,N,MDP,60
EC154,N,MF,10
EC154,N,NADECO,34
EC154,N,NVP,13
EC154,N,PAC,40
EC154,N,PAM,10
EC154,N,SADECO,10
EC154,N,UCDP,14
EC154,N,UDM,1435
EC154,N,UIF,13
EC154,N,VF+,18
EC154,N,WF,7
EC154,P,ACDP,93
EC154,P,AIC,265
EC154,P,ANC,38935
EC154,P,APC,65
EC154,P,AZAPO,27
EC154,P,CDA,15
EC154,P,COPE,2550
EC154,P,DA,294
EC154,P,ID,42
EC154,P,IFP,32
EC154,P,NADECO,48
EC154,P,NVP,17
EC154,P,PAC,50
EC154,P,PAM,15
EC154,P,UCDP,22
EC154,P,UDM,1419
EC154,P,VF+,19
EC155,N,ACDP,287
EC155,N,AFD,11
EC155,N,AJ,13
EC155,N,ANC,65555
EC155,N,AP,7
EC155,N,APC,156
EC155,N,AZAPO,44
EC155,N,CDA,18
EC155,N,COPE,6324
EC155,N,DA,289
EC155,N,GKSA,15
EC155,N,ID,52
EC155,N,IFP,29
EC155,N,KISS,11
EC155,N,MDP,80
EC155,N,MF,18
EC155,N,NADECO,27
EC155,N,NVP,13
EC155,N,PAC,187
EC155,N,PAM,13
EC155,N,SADECO,17
EC155,N,UCDP,43
EC155,N,UDM,5850
EC155,N,UIF,74
EC155,N,VF+,32
EC155,N,WF,10
EC155,P,ACDP,236
EC155,P,AIC,451
EC155,P,ANC,63339
EC155,P,APC,89
EC155,P,AZAPO,45
EC155,P,CDA,25
EC155,P,COPE,6165
EC155,P,DA,247
EC155,P,ID,54
EC155,P,IFP,44
EC155,P,NADECO,55
EC155,P,NVP,26
EC155,P,PAC,192
EC155,P,PAM,14
EC155,P,UCDP,48
EC155,P,UDM,5972
EC155,P,VF+,44
EC156,N,ACDP,283
EC156,N,AFD,13
EC156,N,AJ,9
EC156,N,ANC,52066
EC156,N,AP,8
EC156,N,APC,130
EC156,N,AZAPO,42
EC156,N,CDA,15
EC156,N,COPE,4771
EC156,N,DA,157
EC156,N,GKSA,23
EC156,N,ID,28
EC156,N,IFP,28
EC156,N,KISS,11
EC156,N,MDP,52
EC156,N,MF,7
EC156,N,NADECO,24
EC156,N,NVP,55
EC156,N,PAC,124
EC156,N,PAM,14
EC156,N,SADECO,18
EC156,N,UCDP,65
EC156,N,UDM,3837
EC156,N,UIF,22
EC156,N,VF+,16
EC156,N,WF,8
EC156,P,ACDP,127
EC156,P,AIC,506
EC156,P,ANC,50353
EC156,P,APC,102
EC156,P,AZAPO,39
EC156,P,CDA,15
EC156,P,COPE,4724
EC156,P,DA,146
EC156,P,ID,28
EC156,P,IFP,29
EC156,P,NADECO,45
EC156,P,NVP,58
EC156,P,PAC,143
EC156,P,PAM,23
EC156,P,UCDP,43
EC156,P,UDM,3828
EC156,P,VF+,35
EC157,N,ACDP,862
EC157,N,AFD,21
EC157,N,AJ,30
EC157,N,ANC,77856
EC157,N,AP,17
EC157,N,APC,338
EC157,N,AZAPO,118
EC157,N,CDA,83
EC157,N,COPE,19352
EC157,N,DA,1176
EC157,N,GKSA,84
EC157,N,ID,139
EC157,N,IFP,336
EC157,N,KISS,40
EC157,N,MDP,127
EC157,N,MF,32
EC157,N,NADECO,52
EC157,N,NVP,64
EC157,N,PAC,992
EC157,N,PAM,55
EC157,N,SADECO,75
EC157,N,UCDP,129
EC157,N,UDM,32188
EC157,N,UIF,111
EC157,N,VF+,37
EC157,N,WF,9
EC157,P,ACDP,742
EC157,P,AIC,543
EC157,P,ANC,73958
EC157,P,APC,314
EC157,P,AZAPO,109
EC157,P,CDA,78
EC157,P,COPE,18940
EC157,P,DA,870
EC157,P,ID,150
EC157,P,IFP,374
EC157,P,NADECO,87
EC157,P,NVP,69
EC157,P,PAC,980
EC157,P,PAM,62
EC157,P,UCDP,151
EC157,P,UDM,33031
EC157,P,VF+,85
EC441,N,ACDP,462
EC441,N,AFD,33
EC441,N,AJ,35
EC441,N,ANC,54521
EC441,N,AP,25
EC441,N,APC,264
EC441,N,AZAPO,91
EC441,N,CDA,33
EC441,N,COPE,3914
EC441,N,DA,651
EC441,N,GKSA,47
EC441,N,ID,36
EC441,N,IFP,148
EC441,N,KISS,24
EC441,N,MDP,195
EC441,N,MF,32
EC441,N,NADECO,216
EC441,N,NVP,55
EC441,N,PAC,152
EC441,N,PAM,29
EC441,N,SADECO,34
EC441,N,UCDP,73
EC441,N,UDM,1510
EC441,N,UIF,80
EC441,N,VF+,75
EC441,N,WF,25
EC441,P,ACDP,369
EC441,P,AIC,3010
EC441,P,ANC,50468
EC441,P,APC,159
EC441,P,AZAPO,83
EC441,P,CDA,42
EC441,P,COPE,4065
EC441,P,DA,1050
EC441,P,ID,54
EC441,P,IFP,123
EC441,P,NADECO,135
EC441,P,NVP,85
EC441,P,PAC,130
EC441,P,PAM,35
EC441,P,UCDP,70
EC441,P,UDM,1428
EC441,P,VF+,81
EC442,N,ACDP,163
EC442,N,AFD,10
EC442,N,AJ,5
EC442,N,ANC,51964
EC442,N,AP,12
EC442,N,APC,195
EC442,N,AZAPO,41
EC442,N,CDA,17
EC442,N,COPE,5392
EC442,N,DA,570
EC442,N,GKSA,39
EC442,N,ID,82
EC442,N,IFP,84
EC442,N,KISS,14
EC442,N,MDP,79
EC442,N,MF,18
EC442,N,NADECO,31
EC442,N,NVP,29
EC442,N,PAC,136
EC442,N,PAM,10
EC442,N,SADECO,26
EC442,N,UCDP,51
EC442,N,UDM,2594
EC442,N,UIF,60
EC442,N,VF+,35
EC442,N,WF,14
EC442,P,ACDP,128
EC442,P,AIC,637
EC442,P,ANC,49567
EC442,P,APC,139
EC442,P,AZAPO,51
EC442,P,CDA,25
EC442,P,COPE,5296
EC442,P,DA,544
EC442,P,ID,93
EC442,P,IFP,96
EC442,P,NADECO,76
EC442,P,NVP,37
EC442,P,PAC,134
EC442,P,PAM,28
EC442,P,UCDP,55
EC442,P,UDM,2626
EC442,P,VF+,47
ECDMA10,N,ACDP,14
ECDMA10,N,AFD,1
ECDMA10,N,AJ,1
ECDMA10,N,ANC,763
ECDMA10,N,AP,0
ECDMA10,N,APC,7
ECDMA10,N,AZAPO,6
ECDMA10,N,CDA,2
ECDMA10,N,COPE,160
ECDMA10,N,DA,774
ECDMA10,N,GKSA,2
ECDMA10,N,ID,22
ECDMA10,N,IFP,1
ECDMA10,N,KISS,3
ECDMA10,N,MDP,3
ECDMA10,N,MF,2
ECDMA10,N,NADECO,5
ECDMA10,N,NVP,3
ECDMA10,N,PAC,7
ECDMA10,N,PAM,2
ECDMA10,N,SADECO,1
ECDMA10,N,UCDP,1
ECDMA10,N,UDM,5
ECDMA10,N,UIF,1
ECDMA10,N,VF+,55
ECDMA10,N,WF,2
ECDMA10,P,ACDP,9
ECDMA10,P,AIC,13
ECDMA10,P,ANC,735
ECDMA10,P,APC,6
ECDMA10,P,AZAPO,4
ECDMA10,P,CDA,1
ECDMA10,P,COPE,161
ECDMA10,P,DA,666
ECDMA10,P,ID,24
ECDMA10,P,IFP,3
ECDMA10,P,NADECO,9
ECDMA10,P,NVP,3
ECDMA10,P,PAC,6
ECDMA10,P,PAM,1
ECDMA10,P,UCDP,3
ECDMA10,P,UDM,4
ECDMA10,P,VF+,27
ECDMA13,N,ACDP,0
ECDMA13,N,AFD,0
ECDMA13,N,AJ,0
ECDMA13,N,ANC,25
ECDMA13,N,AP,0
ECDMA13,N,APC,0
ECDMA13,N,AZAPO,0
ECDMA13,N,CDA,0
ECDMA13,N,COPE,8
ECDMA13,N,DA,6
ECDMA13,N,GKSA,0
ECDMA13,N,ID,0
ECDMA13,N,IFP,0
ECDMA13,N,KISS,0
ECDMA13,N,MDP,0
ECDMA13,N,MF,0
ECDMA13,N,NADECO,0
ECDMA13,N,NVP,0
ECDMA13,N,PAC,0
ECDMA13,N,PAM,0
ECDMA13,N,SADECO,0
ECDMA13,N,UCDP,0
ECDMA13,N,UDM,0
ECDMA13,N,UIF,0
ECDMA13,N,VF+,1
ECDMA13,N,WF,0
ECDMA13,P,ACDP,0
ECDMA13,P,AIC,1
ECDMA13,P,ANC,23
ECDMA13,P,APC,0
ECDMA13,P,AZAPO,0
ECDMA13,P,CDA,0
ECDMA13,P,COPE,8
ECDMA13,P,DA,2
ECDMA13,P,ID,0
ECDMA13,P,IFP,0
ECDMA13,P,NADECO,0
ECDMA13,P,NVP,0
ECDMA13,P,PAC,0
ECDMA13,P,PAM,0
ECDMA13,P,UCDP,0
ECDMA13,P,UDM,1
ECDMA13,P,VF+,1
FS161,N,ACDP,176
FS161,N,AFD,4
FS161,N,AJ,5
FS161,N,ANC,9625
FS161,N,AP,5
FS161,N,APC,33
FS161,N,AZAPO,36
FS161,N,CDA,2
FS161,N,COPE,1314
FS161,N,DA,1492
FS161,N,GKSA,9
FS161,N,ID,27
FS161,N,IFP,9
FS161,N,KISS,2
FS161,N,MDP,32
FS161,N,MF,6
FS161,N,NADECO,17
FS161,N,NVP,5
FS161,N,PAC,17
FS161,N,PAM,3
FS161,N,SADECO,2
FS161,N,UCDP,6
FS161,N,UDM,16
FS161,N,UIF,9
FS161,N,VF+,302
FS161,N,WF,5
FS161,P,ACDP,189
FS161,P,ANC,9508
FS161,P,APC,47
FS161,P,COPE,1344
FS161,P,DA,1327
FS161,P,DPSA,11
FS161,P,ID,27
FS161,P,IFP,13
FS161,P,NADECO,17
FS161,P,PAC,23
FS161,P,PJC,3
FS161,P,UCDP,10
FS161,P,UDM,29
FS161,P,VF+,370
FS162,N,ACDP,84
FS162,N,AFD,4
FS162,N,AJ,4
FS162,N,ANC,13170
FS162,N,AP,3
FS162,N,APC,58
FS162,N,AZAPO,18
FS162,N,CDA,4
FS162,N,COPE,3063
FS162,N,DA,2333
FS162,N,GKSA,14
FS162,N,ID,159
FS162,N,IFP,7
FS162,N,KISS,1
FS162,N,MDP,21
FS162,N,MF,5
FS162,N,NADECO,5
FS162,N,NVP,2
FS162,N,PAC,36
FS162,N,PAM,3
FS162,N,SADECO,1
FS162,N,UCDP,7
FS162,N,UDM,22
FS162,N,UIF,5
FS162,N,VF+,377
FS162,N,WF,4
FS162,P,ACDP,79
FS162,P,ANC,12871
FS162,P,APC,56
FS162,P,COPE,3278
FS162,P,DA,2150
