code,ballot,party,votes
KZN261,P,MF,29
KZN261,P,NADECO,59
KZN261,P,PAC,16
KZN261,P,SADECO,28
KZN261,P,UCDP,8
KZN261,P,UDM,36
KZN261,P,VF+,95
KZN261,P,WF,14
KZN262,N,ACDP,70
KZN262,N,AFD,26
KZN262,N,AJ,10
KZN262,N,ANC,17347
KZN262,N,AP,12
KZN262,N,APC,44
KZN262,N,AZAPO,76
KZN262,N,CDA,5
KZN262,N,COPE,103
KZN262,N,DA,1019
KZN262,N,GKSA,25
KZN262,N,ID,51
KZN262,N,IFP,16648
KZN262,N,KISS,37
KZN262,N,MDP,137
KZN262,N,MF,29
KZN262,N,NADECO,160
KZN262,N,NVP,22
KZN262,N,PAC,11
KZN262,N,PAM,6
KZN262,N,SADECO,39
KZN262,N,UCDP,5
KZN262,N,UDM,27
KZN262,N,UIF,41
KZN262,N,VF+,134
KZN262,N,WF,10
KZN262,P,ACDP,76
KZN262,P,AJ,16
KZN262,P,ANC,16479
KZN262,P,APC,64
KZN262,P,COPE,101
KZN262,P,DA,886
KZN262,P,GKSA,31
KZN262,P,ID,63
KZN262,P,IFP,17294
KZN262,P,MF,30
KZN262,P,NADECO,211
KZN262,P,PAC,31
KZN262,P,SADECO,40
KZN262,P,UCDP,21
KZN262,P,UDM,44
KZN262,P,VF+,100
KZN262,P,WF,13
KZN263,N,ACDP,297
KZN263,N,AFD,35
KZN263,N,AJ,24
KZN263,N,ANC,28415
KZN263,N,AP,11
KZN263,N,APC,73
KZN263,N,AZAPO,88
KZN263,N,CDA,11
KZN263,N,COPE,282
KZN263,N,DA,3511
KZN263,N,GKSA,28
KZN263,N,ID,88
KZN263,N,IFP,26735
KZN263,N,KISS,57
KZN263,N,MDP,155
KZN263,N,MF,48
KZN263,N,NADECO,205
KZN263,N,NVP,23
KZN263,N,PAC,41
KZN263,N,PAM,12
KZN263,N,SADECO,48
KZN263,N,UCDP,14
KZN263,N,UDM,48
KZN263,N,UIF,51
KZN263,N,VF+,422
KZN263,N,WF,16
KZN263,P,ACDP,311
KZN263,P,AJ,24
KZN263,P,ANC,26301
KZN263,P,APC,80
KZN263,P,COPE,237
KZN263,P,DA,3350
KZN263,P,GKSA,30
KZN263,P,ID,102
KZN263,P,IFP,28506
KZN263,P,MF,61
KZN263,P,NADECO,334
KZN263,P,PAC,47
KZN263,P,SADECO,101
KZN263,P,UCDP,16
KZN263,P,UDM,57
KZN263,P,VF+,338
KZN263,P,WF,36
KZN265,N,ACDP,57
KZN265,N,AFD,25
KZN265,N,AJ,11
KZN265,N,ANC,9934
KZN265,N,AP,10
KZN265,N,APC,35
KZN265,N,AZAPO,27
KZN265,N,CDA,8
KZN265,N,COPE,67
KZN265,N,DA,163
KZN265,N,GKSA,16
KZN265,N,ID,61
KZN265,N,IFP,48227
KZN265,N,KISS,67
KZN265,N,MDP,45
KZN265,N,MF,42
KZN265,N,NADECO,45
KZN265,N,NVP,20
KZN265,N,PAC,10
KZN265,N,PAM,3
KZN265,N,SADECO,28
KZN265,N,UCDP,5
KZN265,N,UDM,38
KZN265,N,UIF,38
KZN265,N,VF+,19
KZN265,N,WF,77
KZN265,P,ACDP,58
KZN265,P,AJ,15
KZN265,P,ANC,9050
KZN265,P,APC,45
KZN265,P,COPE,66
KZN265,P,DA,138
KZN265,P,GKSA,18
KZN265,P,ID,92
KZN265,P,IFP,48176
KZN265,P,MF,39
KZN265,P,NADECO,60
KZN265,P,PAC,25
KZN265,P,SADECO,44
KZN265,P,UCDP,7
KZN265,P,UDM,46
KZN265,P,VF+,33
KZN265,P,WF,81
KZN266,N,ACDP,51
KZN266,N,AFD,28
KZN266,N,AJ,7
KZN266,N,ANC,9588
KZN266,N,AP,6
KZN266,N,APC,33
KZN266,N,AZAPO,34
KZN266,N,CDA,4
KZN266,N,COPE,94
KZN266,N,DA,189
KZN266,N,GKSA,13
KZN266,N,ID,66
KZN266,N,IFP,53747
KZN266,N,KISS,50
KZN266,N,MDP,51
KZN266,N,MF,39
KZN266,N,NADECO,56
KZN266,N,NVP,19
KZN266,N,PAC,20
KZN266,N,PAM,2
KZN266,N,SADECO,64
KZN266,N,UCDP,6
KZN266,N,UDM,48
KZN266,N,UIF,32
KZN266,N,VF+,20
KZN266,N,WF,9
KZN266,P,ACDP,55
KZN266,P,AJ,16
KZN266,P,ANC,8174
KZN266,P,APC,35
KZN266,P,COPE,57
KZN266,P,DA,142
KZN266,P,GKSA,21
KZN266,P,ID,92
KZN266,P,IFP,54291
KZN266,P,MF,38
KZN266,P,NADECO,77
KZN266,P,PAC,24
KZN266,P,SADECO,96
KZN266,P,UCDP,12
KZN266,P,UDM,46
KZN266,P,VF+,25
KZN266,P,WF,12
KZN271,N,ACDP,89
KZN271,N,AFD,34
KZN271,N,AJ,17
KZN271,N,ANC,30367
KZN271,N,AP,17
KZN271,N,APC,72
KZN271,N,AZAPO,99
KZN271,N,CDA,9
KZN271,N,COPE,184
KZN271,N,DA,148
KZN271,N,GKSA,45
KZN271,N,ID,31
KZN271,N,IFP,13829
KZN271,N,KISS,34
KZN271,N,MDP,204
KZN271,N,MF,33
KZN271,N,NADECO,93
KZN271,N,NVP,26
KZN271,N,PAC,31
KZN271,N,PAM,12
KZN271,N,SADECO,91
KZN271,N,UCDP,10
KZN271,N,UDM,46
KZN271,N,UIF,49
KZN271,N,VF+,48
KZN271,N,WF,13
KZN271,P,ACDP,115
KZN271,P,AJ,23
KZN271,P,ANC,30330
KZN271,P,APC,95
KZN271,P,COPE,178
KZN271,P,DA,97
KZN271,P,GKSA,47
KZN271,P,ID,38
KZN271,P,IFP,14188
KZN271,P,MF,51
KZN271,P,NADECO,130
KZN271,P,PAC,54
KZN271,P,SADECO,100
KZN271,P,UCDP,21
KZN271,P,UDM,70
KZN271,P,VF+,57
KZN271,P,WF,18
KZN272,N,ACDP,85
KZN272,N,AFD,30
KZN272,N,AJ,10
KZN272,N,ANC,25709
KZN272,N,AP,20
KZN272,N,APC,55
KZN272,N,AZAPO,66
KZN272,N,CDA,8
KZN272,N,COPE,138
KZN272,N,DA,327
KZN272,N,GKSA,23
KZN272,N,ID,48
KZN272,N,IFP,27561
KZN272,N,KISS,605
KZN272,N,MDP,134
KZN272,N,MF,62
KZN272,N,NADECO,71
KZN272,N,NVP,19
KZN272,N,PAC,19
KZN272,N,PAM,12
KZN272,N,SADECO,72
KZN272,N,UCDP,12
KZN272,N,UDM,63
KZN272,N,UIF,36
KZN272,N,VF+,48
KZN272,N,WF,22
KZN272,P,ACDP,110
KZN272,P,AJ,18
KZN272,P,ANC,25075
KZN272,P,APC,80
KZN272,P,COPE,134
KZN272,P,DA,286
KZN272,P,GKSA,30
KZN272,P,ID,57
KZN272,P,IFP,28722
KZN272,P,MF,55
KZN272,P,NADECO,94
KZN272,P,PAC,39
KZN272,P,SADECO,82
KZN272,P,UCDP,17
KZN272,P,UDM,62
KZN272,P,VF+,57
KZN272,P,WF,15
KZN273,N,ACDP,32
KZN273,N,AFD,3
KZN273,N,AJ,2
KZN273,N,ANC,4840
KZN273,N,AP,0
KZN273,N,APC,12
KZN273,N,AZAPO,15
KZN273,N,CDA,4
KZN273,N,COPE,53
KZN273,N,DA,351
KZN273,N,GKSA,4
KZN273,N,ID,13
KZN273,N,IFP,5884
KZN273,N,KISS,18
KZN273,N,MDP,23
KZN273,N,MF,7
KZN273,N,NADECO,10
KZN273,N,NVP,7
KZN273,N,PAC,5
KZN273,N,PAM,2
KZN273,N,SADECO,13
KZN273,N,UCDP,5
KZN273,N,UDM,12
KZN273,N,UIF,9
KZN273,N,VF+,45
KZN273,N,WF,4
KZN273,P,ACDP,30
KZN273,P,AJ,5
KZN273,P,ANC,4709
KZN273,P,APC,9
KZN273,P,COPE,46
KZN273,P,DA,269
KZN273,P,GKSA,3
KZN273,P,ID,13
KZN273,P,IFP,6055
KZN273,P,MF,10
KZN273,P,NADECO,15
KZN273,P,PAC,7
KZN273,P,SADECO,21
KZN273,P,UCDP,3
KZN273,P,UDM,6
KZN273,P,VF+,34
KZN273,P,WF,1
KZN274,N,ACDP,57
KZN274,N,AFD,32
KZN274,N,AJ,18
KZN274,N,ANC,19621
KZN274,N,AP,6
KZN274,N,APC,59
KZN274,N,AZAPO,95
KZN274,N,CDA,9
KZN274,N,COPE,91
KZN274,N,DA,188
KZN274,N,GKSA,20
KZN274,N,ID,66
KZN274,N,IFP,35591
KZN274,N,KISS,52
KZN274,N,MDP,98
KZN274,N,MF,50
KZN274,N,NADECO,103
KZN274,N,NVP,23
KZN274,N,PAC,18
KZN274,N,PAM,4
KZN274,N,SADECO,114
KZN274,N,UCDP,9
KZN274,N,UDM,39
KZN274,N,UIF,50
KZN274,N,VF+,34
KZN274,N,WF,12
KZN274,P,ACDP,72
KZN274,P,AJ,17
KZN274,P,ANC,18861
KZN274,P,APC,82
KZN274,P,COPE,104
KZN274,P,DA,170
KZN274,P,GKSA,25
KZN274,P,ID,76
KZN274,P,IFP,36147
KZN274,P,MF,51
KZN274,P,NADECO,134
KZN274,P,PAC,43
KZN274,P,SADECO,127
KZN274,P,UCDP,11
KZN274,P,UDM,46
KZN274,P,VF+,36
KZN274,P,WF,23
KZN275,N,ACDP,63
KZN275,N,AFD,5
KZN275,N,AJ,8
KZN275,N,ANC,9448
KZN275,N,AP,2
KZN275,N,APC,17
KZN275,N,AZAPO,27
KZN275,N,CDA,2
KZN275,N,COPE,103
KZN275,N,DA,915
KZN275,N,GKSA,3
KZN275,N,ID,12
KZN275,N,IFP,5188
KZN275,N,KISS,9
KZN275,N,MDP,43
KZN275,N,MF,13
KZN275,N,NADECO,36
KZN275,N,NVP,5
KZN275,N,PAC,15
KZN275,N,PAM,3
KZN275,N,SADECO,51
KZN275,N,UCDP,4
KZN275,N,UDM,32
KZN275,N,UIF,20
KZN275,N,VF+,22
KZN275,N,WF,3
KZN275,P,ACDP,61
KZN275,P,AJ,8
KZN275,P,ANC,9029
KZN275,P,APC,25
KZN275,P,COPE,92
KZN275,P,DA,639
KZN275,P,GKSA,4
KZN275,P,ID,31
KZN275,P,IFP,5834
KZN275,P,MF,12
KZN275,P,NADECO,59
KZN275,P,PAC,8
KZN275,P,SADECO,64
KZN275,P,UCDP,5
KZN275,P,UDM,32
KZN275,P,VF+,17
KZN275,P,WF,4
KZN281,N,ACDP,47
KZN281,N,AFD,30
KZN281,N,AJ,10
KZN281,N,ANC,27034
KZN281,N,AP,8
KZN281,N,APC,54
KZN281,N,AZAPO,102
KZN281,N,CDA,4
KZN281,N,COPE,92
KZN281,N,DA,452
KZN281,N,GKSA,8
KZN281,N,ID,22
KZN281,N,IFP,15321
KZN281,N,KISS,27
KZN281,N,MDP,126
KZN281,N,MF,25
KZN281,N,NADECO,45
KZN281,N,NVP,14
KZN281,N,PAC,19
KZN281,N,PAM,7
KZN281,N,SADECO,116
KZN281,N,UCDP,6
KZN281,N,UDM,46
KZN281,N,UIF,28
KZN281,N,VF+,17
KZN281,N,WF,8
KZN281,P,ACDP,73
KZN281,P,AJ,11
KZN281,P,ANC,26161
KZN281,P,APC,57
KZN281,P,COPE,107
KZN281,P,DA,342
KZN281,P,GKSA,14
KZN281,P,ID,44
KZN281,P,IFP,16283
KZN281,P,MF,29
KZN281,P,NADECO,75
KZN281,P,PAC,28
KZN281,P,SADECO,164
KZN281,P,UCDP,16
KZN281,P,UDM,52
KZN281,P,VF+,21
KZN281,P,WF,14
KZN282,N,ACDP,512
KZN282,N,AFD,42
KZN282,N,AJ,49
KZN282,N,ANC,84505
KZN282,N,AP,17
KZN282,N,APC,100
KZN282,N,AZAPO,232
KZN282,N,CDA,39
KZN282,N,COPE,1120
KZN282,N,DA,11000
KZN282,N,GKSA,18
KZN282,N,ID,111
KZN282,N,IFP,22743
KZN282,N,KISS,29
KZN282,N,MDP,253
KZN282,N,MF,133
KZN282,N,NADECO,146
KZN282,N,NVP,33
KZN282,N,PAC,51
KZN282,N,PAM,21
KZN282,N,SADECO,207
KZN282,N,UCDP,35
KZN282,N,UDM,90
KZN282,N,UIF,59
KZN282,N,VF+,535
KZN282,N,WF,37
KZN282,P,ACDP,528
KZN282,P,AJ,53
KZN282,P,ANC,81012
KZN282,P,APC,91
KZN282,P,COPE,819
KZN282,P,DA,8969
KZN282,P,GKSA,27
KZN282,P,ID,108
KZN282,P,IFP,27890
KZN282,P,MF,227
KZN282,P,NADECO,231
KZN282,P,PAC,58
KZN282,P,SADECO,359
KZN282,P,UCDP,49
KZN282,P,UDM,113
KZN282,P,VF+,528
KZN282,P,WF,68
KZN283,N,ACDP,43
KZN283,N,AFD,14
KZN283,N,AJ,7
KZN283,N,ANC,11211
KZN283,N,AP,3
KZN283,N,APC,32
KZN283,N,AZAPO,47
KZN283,N,CDA,7
KZN283,N,COPE,51
KZN283,N,DA,133
KZN283,N,GKSA,10
KZN283,N,ID,28
KZN283,N,IFP,12157
KZN283,N,KISS,19
KZN283,N,MDP,59
KZN283,N,MF,17
KZN283,N,NADECO,27
KZN283,N,NVP,12
KZN283,N,PAC,17
KZN283,N,PAM,3
KZN283,N,SADECO,23
KZN283,N,UCDP,5
KZN283,N,UDM,28
KZN283,N,UIF,25
KZN283,N,VF+,13
KZN283,N,WF,8
KZN283,P,ACDP,49
KZN283,P,AJ,8
KZN283,P,ANC,10900
KZN283,P,APC,40
KZN283,P,COPE,62
KZN283,P,DA,82
KZN283,P,GKSA,11
KZN283,P,ID,33
KZN283,P,IFP,12517
KZN283,P,MF,26
KZN283,P,NADECO,57
KZN283,P,PAC,17
KZN283,P,SADECO,38
KZN283,P,UCDP,10
KZN283,P,UDM,29
KZN283,P,VF+,15
KZN283,P,WF,14
KZN284,N,ACDP,198
KZN284,N,AFD,63
KZN284,N,AJ,19
KZN284,N,ANC,40711
KZN284,N,AP,17
KZN284,N,APC,91
KZN284,N,AZAPO,159
KZN284,N,CDA,12
KZN284,N,COPE,278
KZN284,N,DA,2012
KZN284,N,GKSA,27
KZN284,N,ID,85
KZN284,N,IFP,27527
KZN284,N,KISS,60
KZN284,N,MDP,299
KZN284,N,MF,66
KZN284,N,NADECO,95
KZN284,N,NVP,49
KZN284,N,PAC,27
KZN284,N,PAM,13
KZN284,N,SADECO,74
KZN284,N,UCDP,39
KZN284,N,UDM,67
KZN284,N,UIF,84
KZN284,N,VF+,84
KZN284,N,WF,19
KZN284,P,ACDP,227
KZN284,P,AJ,25
KZN284,P,ANC,39519
KZN284,P,APC,124
KZN284,P,COPE,260
KZN284,P,DA,1402
KZN284,P,GKSA,42
KZN284,P,ID,124
KZN284,P,IFP,29521
KZN284,P,MF,83
KZN284,P,NADECO,193
KZN284,P,PAC,67
KZN284,P,SADECO,111
KZN284,P,UCDP,23
KZN284,P,UDM,92
KZN284,P,VF+,97
KZN284,P,WF,65
KZN285,N,ACDP,27
KZN285,N,AFD,13
KZN285,N,AJ,5
KZN285,N,ANC,6636
KZN285,N,AP,1
KZN285,N,APC,21
KZN285,N,AZAPO,19
KZN285,N,CDA,3
KZN285,N,COPE,30
KZN285,N,DA,290
KZN285,N,GKSA,4
KZN285,N,ID,13
KZN285,N,IFP,8638
KZN285,N,KISS,17
KZN285,N,MDP,51
KZN285,N,MF,22
KZN285,N,NADECO,31
KZN285,N,NVP,8
KZN285,N,PAC,6
KZN285,N,PAM,3
KZN285,N,SADECO,37
KZN285,N,UCDP,4
KZN285,N,UDM,18
KZN285,N,UIF,18
KZN285,N,VF+,13
KZN285,N,WF,5
KZN285,P,ACDP,26
KZN285,P,AJ,9
KZN285,P,ANC,6401
KZN285,P,APC,17
KZN285,P,COPE,28
KZN285,P,DA,188
KZN285,P,GKSA,3
KZN285,P,ID,22
KZN285,P,IFP,8947
KZN285,P,MF,24
KZN285,P,NADECO,46
KZN285,P,PAC,11
KZN285,P,SADECO,51
KZN285,P,UCDP,8
KZN285,P,UDM,17
KZN285,P,VF+,13
KZN285,P,WF,5
KZN286,N,ACDP,43
KZN286,N,AFD,22
KZN286,N,AJ,6
KZN286,N,ANC,18411
KZN286,N,AP,10
KZN286,N,APC,55
KZN286,N,AZAPO,53
KZN286,N,CDA,5
KZN286,N,COPE,53
KZN286,N,DA,55
KZN286,N,GKSA,10
KZN286,N,ID,40
KZN286,N,IFP,16439
KZN286,N,KISS,32
KZN286,N,MDP,117
KZN286,N,MF,31
KZN286,N,NADECO,54
KZN286,N,NVP,16
KZN286,N,PAC,10
KZN286,N,PAM,2
KZN286,N,SADECO,35
KZN286,N,UCDP,7
KZN286,N,UDM,23
KZN286,N,UIF,27
KZN286,N,VF+,13
KZN286,N,WF,44
KZN286,P,ACDP,44
KZN286,P,AJ,21
KZN286,P,ANC,17528
KZN286,P,APC,63
KZN286,P,COPE,77
KZN286,P,DA,50
KZN286,P,GKSA,13
KZN286,P,ID,38
KZN286,P,IFP,16872
KZN286,P,MF,36
KZN286,P,NADECO,88
KZN286,P,PAC,19
KZN286,P,SADECO,53
KZN286,P,UCDP,8
KZN286,P,UDM,31
KZN286,P,VF+,33
KZN286,P,WF,76
KZN291,N,ACDP,94
KZN291,N,AFD,20
KZN291,N,AJ,18
KZN291,N,ANC,34638
KZN291,N,AP,7
KZN291,N,APC,53
KZN291,N,AZAPO,101
KZN291,N,CDA,16
KZN291,N,COPE,189
KZN291,N,DA,951
KZN291,N,GKSA,6
KZN291,N,ID,21
KZN291,N,IFP,10844
KZN291,N,KISS,31
KZN291,N,MDP,144
KZN291,N,MF,54
KZN291,N,NADECO,54
KZN291,N,NVP,18
KZN291,N,PAC,20
KZN291,N,PAM,6
KZN291,N,SADECO,40
KZN291,N,UCDP,14
KZN291,N,UDM,28
KZN291,N,UIF,37
KZN291,N,VF+,41
KZN291,N,WF,15
KZN291,P,ACDP,107
KZN291,P,AJ,21
KZN291,P,ANC,33647
KZN291,P,APC,83
KZN291,P,COPE,188
KZN291,P,DA,840
KZN291,P,GKSA,13
KZN291,P,ID,29
KZN291,P,IFP,11770
KZN291,P,MF,78
KZN291,P,NADECO,92
KZN291,P,PAC,34
KZN291,P,SADECO,51
KZN291,P,UCDP,17
KZN291,P,UDM,46
KZN291,P,VF+,41
KZN291,P,WF,20
KZN292,N,ACDP,413
KZN292,N,AFD,28
KZN292,N,AJ,239
KZN292,N,ANC,52128
KZN292,N,AP,14
KZN292,N,APC,81
KZN292,N,AZAPO,145
KZN292,N,CDA,34
KZN292,N,COPE,1558
KZN292,N,DA,11569
KZN292,N,GKSA,28
KZN292,N,ID,145
KZN292,N,IFP,5665
KZN292,N,KISS,34
KZN292,N,MDP,182
KZN292,N,MF,500
KZN292,N,NADECO,42
KZN292,N,NVP,16
KZN292,N,PAC,23
KZN292,N,PAM,8
KZN292,N,SADECO,27
KZN292,N,UCDP,37
KZN292,N,UDM,135
KZN292,N,UIF,25
KZN292,N,VF+,129
KZN292,N,WF,14
KZN292,P,ACDP,411
KZN292,P,AJ,243
KZN292,P,ANC,51419
KZN292,P,APC,100
KZN292,P,COPE,1352
KZN292,P,DA,9809
KZN292,P,GKSA,31
KZN292,P,ID,126
KZN292,P,IFP,6776
KZN292,P,MF,805
KZN292,P,NADECO,87
KZN292,P,PAC,48
KZN292,P,SADECO,54
KZN292,P,UCDP,28
KZN292,P,UDM,136
KZN292,P,VF+,56
KZN292,P,WF,15
KZN293,N,ACDP,123
KZN293,N,AFD,37
KZN293,N,AJ,14
KZN293,N,ANC,36641
KZN293,N,AP,20
KZN293,N,APC,120
KZN293,N,AZAPO,174
KZN293,N,CDA,14
KZN293,N,COPE,206
KZN293,N,DA,476
KZN293,N,GKSA,22
KZN293,N,ID,35
KZN293,N,IFP,11227
KZN293,N,KISS,37
KZN293,N,MDP,295
KZN293,N,MF,60
KZN293,N,NADECO,129
KZN293,N,NVP,52
KZN293,N,PAC,37
KZN293,N,PAM,14
KZN293,N,SADECO,73
KZN293,N,UCDP,16
KZN293,N,UDM,66
KZN293,N,UIF,60
KZN293,N,VF+,30
KZN293,N,WF,18
KZN293,P,ACDP,155
KZN293,P,AJ,16
KZN293,P,ANC,36162
KZN293,P,APC,112
KZN293,P,COPE,235
KZN293,P,DA,496
KZN293,P,GKSA,36
KZN293,P,ID,47
KZN293,P,IFP,11963
KZN293,P,MF,75
KZN293,P,NADECO,216
KZN293,P,PAC,70
KZN293,P,SADECO,91
KZN293,P,UCDP,25
KZN293,P,UDM,90
KZN293,P,VF+,26
KZN293,P,WF,35
KZN294,N,ACDP,80
KZN294,N,AFD,14
KZN294,N,AJ,4
KZN294,N,ANC,20232
KZN294,N,AP,5
KZN294,N,APC,55
KZN294,N,AZAPO,70
KZN294,N,CDA,5
KZN294,N,COPE,92
KZN294,N,DA,56
KZN294,N,GKSA,7
KZN294,N,ID,25
KZN294,N,IFP,10299
KZN294,N,KISS,25
KZN294,N,MDP,123
KZN294,N,MF,21
KZN294,N,NADECO,50
KZN294,N,NVP,16
KZN294,N,PAC,20
KZN294,N,PAM,5
KZN294,N,SADECO,28
KZN294,N,UCDP,12
KZN294,N,UDM,34
KZN294,N,UIF,25
KZN294,N,VF+,15
KZN294,N,WF,9
KZN294,P,ACDP,79
KZN294,P,AJ,9
KZN294,P,ANC,19958
KZN294,P,APC,56
KZN294,P,COPE,95
KZN294,P,DA,49
KZN294,P,GKSA,12
KZN294,P,ID,30
KZN294,P,IFP,10630
KZN294,P,MF,22
KZN294,P,NADECO,85
KZN294,P,PAC,30
KZN294,P,SADECO,38
KZN294,P,UCDP,7
KZN294,P,UDM,29
KZN294,P,VF+,25
KZN294,P,WF,13
KZN431,N,ACDP,86
KZN431,N,AFD,18
KZN431,N,AJ,7
KZN431,N,ANC,24743
KZN431,N,AP,3
KZN431,N,APC,66
KZN431,N,AZAPO,46
KZN431,N,CDA,7
KZN431,N,COPE,109
KZN431,N,DA,402
KZN431,N,GKSA,10
KZN431,N,ID,19
KZN431,N,IFP,6212
KZN431,N,KISS,22
KZN431,N,MDP,93
KZN431,N,MF,22
KZN431,N,NADECO,33
KZN431,N,NVP,13
KZN431,N,PAC,24
KZN431,N,PAM,16
KZN431,N,SADECO,87
KZN431,N,UCDP,8
KZN431,N,UDM,41
KZN431,N,UIF,35
KZN431,N,VF+,25
KZN431,N,WF,12
KZN431,P,ACDP,92
KZN431,P,AJ,15
KZN431,P,ANC,24577
KZN431,P,APC,64
KZN431,P,COPE,102
KZN431,P,DA,360
KZN431,P,GKSA,21
KZN431,P,ID,32
KZN431,P,IFP,6404
KZN431,P,MF,25
KZN431,P,NADECO,70
KZN431,P,PAC,35
KZN431,P,SADECO,92
KZN431,P,UCDP,16
KZN431,P,UDM,58
KZN431,P,VF+,29
KZN431,P,WF,12
KZN432,N,ACDP,43
KZN432,N,AFD,3
KZN432,N,AJ,0
KZN432,N,ANC,3960
KZN432,N,AP,2
KZN432,N,APC,7
KZN432,N,AZAPO,9
KZN432,N,CDA,2
KZN432,N,COPE,83
KZN432,N,DA,852
KZN432,N,GKSA,0
KZN432,N,ID,8
KZN432,N,IFP,275
KZN432,N,KISS,0
KZN432,N,MDP,20
KZN432,N,MF,2
KZN432,N,NADECO,3
KZN432,N,NVP,1
KZN432,N,PAC,1
KZN432,N,PAM,1
KZN432,N,SADECO,0
KZN432,N,UCDP,4
KZN432,N,UDM,12
KZN432,N,UIF,3
KZN432,N,VF+,6
KZN432,N,WF,4
KZN432,P,ACDP,38
KZN432,P,AJ,0
KZN432,P,ANC,3876
KZN432,P,APC,9
KZN432,P,COPE,58
KZN432,P,DA,722
KZN432,P,GKSA,1
KZN432,P,ID,3
KZN432,P,IFP,327
KZN432,P,MF,4
KZN432,P,NADECO,10
KZN432,P,PAC,6
KZN432,P,SADECO,3
KZN432,P,UCDP,3
KZN432,P,UDM,7
KZN432,P,VF+,5
KZN432,P,WF,11
KZN433,N,ACDP,274
KZN433,N,AFD,7
KZN433,N,AJ,30
KZN433,N,ANC,17781
KZN433,N,AP,6
KZN433,N,APC,56
KZN433,N,AZAPO,23
KZN433,N,CDA,3
KZN433,N,COPE,1829
KZN433,N,DA,2130
KZN433,N,GKSA,16
KZN433,N,ID,45
KZN433,N,IFP,161
KZN433,N,KISS,3
KZN433,N,MDP,31
KZN433,N,MF,11
KZN433,N,NADECO,18
KZN433,N,NVP,7
KZN433,N,PAC,51
KZN433,N,PAM,9
KZN433,N,SADECO,10
KZN433,N,UCDP,17
KZN433,N,UDM,342
KZN433,N,UIF,8
KZN433,N,VF+,38
KZN433,N,WF,6
KZN433,P,ACDP,272
KZN433,P,AJ,33
KZN433,P,ANC,16761
KZN433,P,APC,50
KZN433,P,COPE,1723
KZN433,P,DA,2045
KZN433,P,GKSA,15
KZN433,P,ID,41
KZN433,P,IFP,224
KZN433,P,MF,12
KZN433,P,NADECO,29
KZN433,P,PAC,62
KZN433,P,SADECO,16
KZN433,P,UCDP,19
KZN433,P,UDM,451
KZN433,P,VF+,25
KZN433,P,WF,8
KZN434,N,ACDP,115
KZN434,N,AFD,13
KZN434,N,AJ,22
KZN434,N,ANC,27606
KZN434,N,AP,10
KZN434,N,APC,86
KZN434,N,AZAPO,97
KZN434,N,CDA,6
KZN434,N,COPE,183
KZN434,N,DA,566
KZN434,N,GKSA,19
KZN434,N,ID,30
KZN434,N,IFP,4133
KZN434,N,KISS,11
KZN434,N,MDP,150
KZN434,N,MF,30
KZN434,N,NADECO,74
KZN434,N,NVP,27
KZN434,N,PAC,29
KZN434,N,PAM,9
KZN434,N,SADECO,117
KZN434,N,UCDP,15
KZN434,N,UDM,124
KZN434,N,UIF,39
KZN434,N,VF+,27
KZN434,N,WF,7
KZN434,P,ACDP,116
KZN434,P,AJ,26
KZN434,P,ANC,27836
KZN434,P,APC,67
KZN434,P,COPE,190
KZN434,P,DA,529
KZN434,P,GKSA,20
KZN434,P,ID,32
KZN434,P,IFP,4376
KZN434,P,MF,35
KZN434,P,NADECO,125
KZN434,P,PAC,29
KZN434,P,SADECO,134
KZN434,P,UCDP,23
KZN434,P,UDM,123
KZN434,P,VF+,24
KZN434,P,WF,15
KZN435,N,ACDP,72
KZN435,N,AFD,8
KZN435,N,AJ,11
KZN435,N,ANC,51671
KZN435,N,AP,5
KZN435,N,APC,119
KZN435,N,AZAPO,44
KZN435,N,CDA,3
KZN435,N,COPE,966
KZN435,N,DA,152
KZN435,N,GKSA,35
KZN435,N,ID,11
KZN435,N,IFP,1092
KZN435,N,KISS,7
KZN435,N,MDP,85
KZN435,N,MF,11
KZN435,N,NADECO,48
KZN435,N,NVP,9
KZN435,N,PAC,36
KZN435,N,PAM,10
KZN435,N,SADECO,16
KZN435,N,UCDP,15
KZN435,N,UDM,594
KZN435,N,UIF,51
KZN435,N,VF+,18
KZN435,N,WF,10
KZN435,P,ACDP,102
KZN435,P,AJ,12
KZN435,P,ANC,50610
KZN435,P,APC,108
KZN435,P,COPE,884
KZN435,P,DA,140
KZN435,P,GKSA,38
KZN435,P,ID,15
KZN435,P,IFP,1127
KZN435,P,MF,15
KZN435,P,NADECO,70
KZN435,P,PAC,40
KZN435,P,SADECO,32
KZN435,P,UCDP,20
KZN435,P,UDM,635
KZN435,P,VF+,22
KZN435,P,WF,20
KZNDMA22,N,ACDP,0
KZNDMA22,N,AFD,0
KZNDMA22,N,AJ,0
KZNDMA22,N,ANC,28
KZNDMA22,N,AP,0
KZNDMA22,N,APC,0
KZNDMA22,N,AZAPO,0
KZNDMA22,N,CDA,0
KZNDMA22,N,COPE,0
KZNDMA22,N,DA,15
KZNDMA22,N,GKSA,0
KZNDMA22,N,ID,0
KZNDMA22,N,IFP,11
KZNDMA22,N,KISS,0
KZNDMA22,N,MDP,0
KZNDMA22,N,MF,0
KZNDMA22,N,NADECO,0
KZNDMA22,N,NVP,0
KZNDMA22,N,PAC,0
KZNDMA22,N,PAM,0
